工作岗位,薪资待遇,实习时长,工作描述,学历要求,招聘人数,发布时间,公司名称,公司地址,企业领域,公司规模,年份,省份
猎头实习生,110,3个月,： 1 . 根据 客户 所在 行业 ， 客户 需求 以及 目标 职位 分析 ， 拟定 一套 完善 用人 寻访 目标 公司 候选人 寻访 方案 2 . 执行 寻访 计划 ， 筛选 面试 候选人 ， 初步 甄别 候选人 目标 职位 匹配 度 3 . 沟通 候选人 职位 意向 ， 职业生涯 发展 规划 4 . 撰写 候选人 人才 推荐 报告 ， 推荐 候选人 5 . 协调 客户 公司 候选人 面试 安排 ， 跟进 面试 进展 及时 反馈 面试 过程 问题 6 . 提供 候选人 背景 调查 ， 辅助 候选人 离职 7 . 客户 候选人 后续 跟踪 反馈 ： 1 .   统招 本科 或 硕士 学历 2 .   适应力 强 ， 稳定性 好 ， 愿意 中高级 人才 推荐 行业 长期 发展 3 .   沟通 技巧 客户服务 技巧 良好 4 .   具有 强烈 实现 个人 成就 意识 5 .   能 积极 应对 挫折 压力 ， 乐于 接受 挑战 6 .   优秀 学习 能力 ， 及 逻辑 辨析 能力 7 .   自我 驱动 ， 结果 导向 8 .   良好 团队 意识 ， 注重 团队 合作,本科,3,2024-09-29,道合咨询,成都省高新区天晖南街169号中航城市广场A区804,咨询/法律/人力资源,51~100人,2024,成都
聊天员,125,长期,： 线上 聊天 ， 活跃 气氛 每天 2 小时 以上 需要 软件 上 很多 人 一起 聊 ， 加 mk53220 出 实习 报告 玩玩 零花钱 一个月 一千 努力 五六千 突出 上万 ： 18 岁 以上 ， 活泼开朗 业余时间 多 ， 有恒心 ， 爱玩 爱闹,不限,999,2024-09-30,茉蔻文化,省,互联网|游戏|软件,101~300人,2024,
猎头实习生,110,2个月,： 1 . 根据 客户 所在 行业 ， 客户 需求 以及 目标 职位 分析 ， 拟定 一套 完善 用人 寻访 目标 公司 候选人 寻访 方案 2 . 执行 寻访 计划 ， 筛选 面试 候选人 ， 初步 甄别 候选人 目标 职位 匹配 度 3 . 沟通 候选人 职位 意向 ， 职业生涯 发展 规划 4 . 撰写 候选人 人才 推荐 报告 ， 推荐 候选人 5 . 协调 客户 公司 候选人 面试 安排 ， 跟进 面试 进展 及时 反馈 面试 过程 问题 6 . 提供 候选人 背景 调查 ， 辅助 候选人 离职 7 . 客户 候选人 后续 跟踪 反馈 ： 1 .   统招 本科 或 硕士 学历 ， 性别 不 限 ， 专业 不限 2 .   沟通 技巧 客户服务 技巧 良好 3 .   能 积极 应对 挫折 压力 ， 乐于 接受 挑战 4 .   优秀 学习 能力 ， 及 逻辑 辨析 能力 5 .   自我 驱动 ， 结果 导向 6 . 可以 参加 现场 面试 ， 随时 到 岗,本科,3,2024-09-29,道合咨询,成都省高新区天晖南街169号中航城市广场A区804,咨询/法律/人力资源,51~100人,2024,成都
人力资源实习生,125,长期,： 1 . 协助 完成 招聘 、 员工 关系 、 职称 评审 、 人才 申报 基础性 ； 2 . 协助 完成 各类 台账 登记 、 人事档案 管理 ； 3 . 领导 安排 其他 任务 。 ： 1 . 人力资源 、 光学 、 物理学 相关 专业 优先 ， 硕士 优先 ；   2 . 熟练 使用 Excel 、 Word 办公 软件 ， 具有 人力资源 实习 经验 者 优先 ；   3 . 品行端正 ， 做事 认真 ， 具有 良好 人际交往 能力 学习 能力 ， 强烈 责任感 ， 具有 保密 意识 ； 4 . 时间 ： 每月 能 保证 20 个 工作日 ， 能 连续 实习 半年 以上 。 ： 实验室 具有 优良 办公 环境 、 年轻 活力 团队 氛围 ， 这里 ， 可以 享受 到 实习 补贴 、 免费 住宿 、 1 元享 午餐 / 晚餐 、 免费 咖啡 福利 ， 还 提供 高质量 学习 机会 、 高 含金量 实习 证明 …,硕士,1,2024-09-20,天府兴隆湖实验室,成都省双流县四川天府新区科智路999号,IT|通信|电子,101~300人,2024,成都
项目助理,135,3个月,： 内容 ： 一 、 行政 负责 行政 采购 、 款项 申请 、 流程 提交 、 外出 递交 资料 行政事务 。 二 、 项目 1 、 政策 收集 （ 关注 政府部门 网站 政策 信息 ， 并 收集 ） 。 2 、 项目 政策 咨询 （ 电话 咨询 项目 申报 疑难 点 ， 并 记录 ） 。 3 、 项目 申报 资料 整理 ， 协助 整理 项目 申报 资料 （ 如 公司 资质 基础 资料 整理 ） 。 时间 及 待遇 ： 1 、 周一 至 周五     周末 双休 2 、 9 : 00 - 12 : 00     13 : 30 - 18 : 003 、 一对一 导师 指导 ， 表现 优秀 可 给与 转正 机会 ： 1 、 大三 大四 实习 都 可以 2 、 保证 一周 能 上 3 - 5 天班,本科,1,2024-09-14,深圳量子云科技有限公司,深圳省南山区深圳国际创新谷6栋A座21楼2103,互联网|游戏|软件,11~50人,2024,深圳
测试工程师,366,6个月,： 1 、 负责 公司 手机 APP 功能 稳定性 测试 ， 提交 缺陷 报告 ， 并 及时 准确 反馈 测试 结果 ； 2 、 撰写 测试用例 ， 反馈 意见 整理 审核 ； 3 、 及时 策划 研发 人员 沟通 ， 推动 项目 高效率 、 高质量 完成 ； 4 、 根据 策划 文档 产品 综合 评测 ， 及时发现 其 功能设计 不足 ， 提出 合理化 建议 ： 1 、 了解 Ios 、 Android 、 windows 系统 ， 以上 平台 游戏 / 应用 产品 比较 熟悉 ； 2 、 较 强 逻辑推理 能力 归纳 总结 能力 ， 思维 缜密 ， 责任心 强 ； 3 、 热爱 游戏 ， 具有 强烈 把 游戏 改进 到 最好 意愿 ； 4 、 良好 语言表达 能力 ， 善于 沟通 协作 ， 良好 团队 合作 能力 。,本科,10,2024-09-20,多比特,武汉省洪山区武汉市洪山区光谷软件园F3栋2楼、6楼整层,互联网|游戏|软件,51~100人,2024,武汉
实习生,100,4个月,： 1 .   协助 开展 活动 、 小组 、 个案 实务 ； 2 .   协助 开展 项目 活动 组织 、 规划 、 实施 ； 3 .   协助 撰写 项目 相关 文书 资料 及 通讯稿 ； 4 .   完成 项目 负责人 交办 其它 事项 。 ： 1 .   社会工作 或 相关 专业 （ 社会学 、 心理学 、 法学 ） 在校生 优先 考虑 ； 2 .   具备 一定 文书 写作能力 ， 具有 良好 人际沟通 能力 、 语言表达 能力 ； 3 .   品行端正 ， 热爱 社会工作 事业 ， 乐于 社会 不同 群体 接触 及 提供 社工 服务 ； 4 .   性格开朗 ， 具备 良好 团队 合作 精神 创新 精神 。 具 良好 学习态度 ， 执行力 及 责任心 ； 5 .   交通工具 ， 会 说 粤语 最好 。 ： 1 . 实习 补贴 ： 1200 元 / 月 ； 2 . 加班 可 申请 补休 ； 3 . 有餐 补 ； 4 . 享受 高温 补贴 （ 6 月 - 10 月 ） ； 5 . 签订 实习 协议 ， 提供 实习 证明 。,大专,2,2024-09-20,向日葵社工中心,江门省新会区大泽镇江门新会区会城街道北门社区康园中心,政府/非盈利机构/其他,11~50人,2024,江门
投资助理,152,3个月,： 岗位职责 ： 1 、 录入 投资人 相关 信息 至 公司 系统 ； 2 、 更新 同步 投资 机构 及 投资人 相关 投资 动态 至 公司 系统 ； 3 、 完善 投资 机构 基础 信息 及 投资 偏好 信息 ； 4 、 记录 整理 会议纪要 ； 5 、 投行部 安排 其他 。 ： 任职 ： 1 、 本科 及 以上学历 （ 在校生 ） ； 2 、 认真 、 细心 ， 执行力 高 ； 3 、 可 远程 实习 ， 每周 到 岗 2 - 3 天 。,本科,2,2024-09-13,接力连筹,上海省杨浦区伟成路70号1号楼3楼,互联网|游戏|软件,11~50人,2024,上海
广告数据分析实习生,110,3个月,： 协助 策略 分析师 完成 广告 营销 活动 相关 分析 报告 ； 常规 策划案 所 需 资料 整理 及 基础 分析 ； 日常 监测 及 案例 整理 、 分析 。 ： 1 . 本科 大三 在读 ， 市场营销 、 企业 管理 、 社会学 、 新闻学 、 心理学 、 广告学 、 电子商务 、 计算机 相关 专业 为佳 。 2 . 熟练 使用 powerpoint 、 数据分析 方法 ， 会 Python 语言 尤佳 。 3 . 市场营销 、 方案 策略 问题 分析 充满 浓厚兴趣 研究 热情 。 4 . 具有 良好 时间 管理 能力 。 5 .   一周 不少 于 三天 时间 。,本科,3,2024-08-29,新意互动,北京省昌平区龙域中心广州天河区天河区珠江新城发展中心大厦22楼,广告|传媒|文化|体育,301~1000人,2024,北京
综合出版分社医学编辑,110,3个月,： 1 . 协助 策划 编辑 医学类 书稿 编辑 加工 ， 完成 图书 出版 流程 2 . 保证 出版 周期 ， 一般 稿件 （ 30 万字 以内 ） 三周 内 编加 完成 ： 1 . 大学本科 以上学历 ， 医学专业 2 . 年龄 22 - 30 ， 男女生 均 可 3 . 责任心 强 ， 文字 能力 强 ， 沟通 能力 强 ， 细心 高效 ， 做事 干脆利落 ： 1 . 实习 证明 2 . 实习 补助 ， 中午 工作餐 3 . 知识 为伴 ， 增加 社会 阅历 ， 增长 人生 技能,本科,3,2024-08-29,电子社,北京省丰台区丰台区金家村288号华信大厦,广告|传媒|文化|体育,301~1000人,2024,北京
人力资源专员,135,长期,： 1 、 跟进 问题 进展 ： 及时 跟踪 更新 各项 问题 处理 进展 ， 确保 相关 部门 按时 解决 。 2 、 核算 生产 费用 ： 根据 生产 入库 数据 相关 信息 ， 核算 生产 费用 。 3 、 优化 人员 配置 ： 根据 每月 PMC 部 生产 计划 ， 合理配置 生产 人员 数量 结构 。 4 、 人员 访谈 ： 协助 员工 访谈 ， 收集 整理 员工 意见 建议 。 5 、 其他 支持性 ： 协助 完成 领导 安排 其他 任务 。 ： 1 、 2025 届 本科 或 研究生 ， 主修 人力 资源管理 、 财务管理 或 相关 专业 优先 。 2 、 熟练 使用 办公 软件 ， 数据 敏感 。 3 、 优秀 沟通 组织 能力 ， 善于 处理 多任务 。,本科,1,2024-08-29,元亨光电,深圳省宝安区福永街道桥头社区永福路118号永威工业园A栋、D栋,汽车|机械|制造,301~1000人,2024,深圳
电商运营实习生,125,6个月,： 1 、 负责 京东 店铺 日常 维护 、 包括 店铺 装修 、 产品 更新 维护 ， 能 学习 独立 操作 店铺 陈列 优化 ， 以 增强 店铺 吸引力 ； 2 、 品牌 方 做好 商品信息 沟通 对接 ， 确保 商品 管理 到位 ， 包含 产品 建档 维护 、 库存 管理 、 价格 管理 。 3 、 协助 店长 监控 店铺 数据 ， 促销 活动 计划 执行 反馈 ； 4 、 其他 客服 、 设计 、 文案 对接 沟通 ； 5 、 配合 运营 负责人 做好 店铺 日常 运营 其他 安排 ； ： 1 、 优先 考虑 24 届 毕业生 ， 每周 可到 岗 4 - 5 天 ， 可 长期 实习 ， 转正 留用 机会 ； 2 、 了解 电商 运营 知识 节奏 ； 3 、 办公 软件 可以 熟练 操作 ； 4 、 良好 交流 沟通 能力 ； 5 、 踏实 肯干 ， 电子商务 热情 ；,大专,1,2024-08-29,凯诘电商,北京省大兴区北京市大兴区荣华中路19号院朝林广场A座6层628630室,互联网|游戏|软件,301~1000人,2024,北京
<远程办公>看美剧学英语团队招销售,22,3个月,： 1   负责 团队 英语课程 售前 转化 ： 1   年龄 不 限 ， 学历 不 限 ， 经验 不限 2   至少 3 个 月 ， 最好 超过 6 个 月 【 价值观 】 1   不 时时 在线 ， 24h 内 回复 消息 即可 2   不 布置 临时 任务 ， 当 周 之内 完毕 任务 即可 3   身体 第一 ， 全职 学业 第二 ， 兼职 第三 【 公司 介绍 】 全网 唯一 一支 10 年 专注 看美剧学 英语 团队 全网 统一 ID ： 大风 哥美剧 英语 ： 【 团队 福利 】 1   免费 学习 团队 英语课程 ， 创始人 手把手 指导 提升 英语听力 口语 2   外教 7 * 24 答疑 ， 帮助 解决 任何 英语 问题 3   小 团队 ， 人际关系 简单 ， 会议 少 ， 沟通 效率高 ， 心情愉快 4   远程 协作 ， 弹性 工作制 ， 时间 地点 灵活 5   优秀 人 一起 ， 成长 快 ， 一起 变 优秀 ， 一起 赚钱,不限,10,2024-09-21,大风哥看美剧学英语团队,上海省崇明县泰和经济发展区,教育培训,11~50人,2024,上海
新媒体运营实习,155,3个月,： 时间 ： 即日起 — 2025 年 6 月 6 日 ， 每周 一至 五 9 : 00 - 12 : 00 ； 14 : 00 - 17 : 20 内容 ： 1 . 撰写 、 修改 整理 部门 需求 文稿 ； 2 . 协助 编辑 推文及 视频 ； 3 . 搜集整理 资料 ； 4 . 做好 观众 咨询服务 ； 5 . 市场 宣传 物资 打包 邮寄 ； 6 . 其他 交办 。 ： 1 . 本科 及 以上学历 ， 新 媒体 、 会展 相关 专业 者 尤佳 ； 2 . 微信 公众 号 编辑 视频剪辑 经验 ； 3 . 具有 良好 文案 撰写 能力 、 资料 搜集 能力 ； 4 . 熟悉 办公 软件 运用 ； 5 . 积极主动 ， 善于 沟通 ， 做事 认真负责 、 细心 ， 具有 团队 合作 精神 ；   具有 良好 英文 能力 者 尤佳 。 ： 1 . 实习 工资 税前 150 元 / 天 ， 月结 ； 2 . 购买 实习 人员 保险 ； 3 . 可 提供 实习 证明 。,本科,1,2024-09-24,广东科展,广州省越秀区东风西路星河亚洲金融中心A栋8楼,广告|传媒|文化|体育,51~100人,2024,广州
HR实习生,190,3个月,： 岗位职责 ： 1 、 负责 支持 校园 招聘 日常 ， 主要 包括 日常 简历 筛选 、 面试 邀约 、 面试 安排 ； 2 、 协助 院校 宣讲会 、 双选会 活动 组织 、 安排 、 协调 ； 3 、 其他 临时性 。 任职 资格 ： 1 、 全日制 统招 本科 或 研究生 以上 在校学生 ， 人力资源 、 管理学 、 心理学 专业 优先 ； 2 、 实习 时间 可 全勤 实习   3 个 月 以上 ； 3 、 积极主动 ， 具备 较强 沟通 表达能力 ； 4 、 服务 意识 团队 意识 、 责任感 ； 5 、 可以 熟练 使用 办公 软件 。 ： 全日制 统招 本科 或 研究生 以上 在校学生 ， 实习 时间 可 全勤 实习   3 个 月 以上,不限,5,2024-08-28,广联达,北京省海淀区北京市海淀区广联达二期,互联网|游戏|软件,3001人及以上,2024,北京
2025届校园大使,225,1个月,： ： 1 、 作为 舒客 校园 代言人 2 、 提升 舒客 雇主 品牌形象 建设 3 、 增强 舒客 校园 影响力 成为 1 、 金牌 校园 星探 ： 发掘 并 举荐 优秀 人才 2 、 首席 活动 执行官 ： 协助 组织 校园 招聘 活动 开展 ， 收获 丰富 项目 经验 3 、 社群 运营 达 人 ： 运营 校园 社群 ， 提高 留存 率 并 反馈 学生 诉求 疑问 ： （ 1 ） 电商 快消 行业 感兴趣 （ 2 ） 组织 沟通 能力 优秀 ， 责任心 、 靠 谱 ； （ 2 ） 学生会 及 各 社团 负责人 或 干事 、 班干部 、 学院 / 就业办 学生 助理 ； （ 3 ） 选拔 对象 电子商务 、 生化 环材 机械 及 经济 、 管理 、 市场营销 、 国贸 目标 专业 23 届 及 以后 毕业生 （ 4 ） 丰富 求职 类 社群 资源 者 优先     ： 1 、 零距离 接触 电商 快消 行业 ， 各类 大 咖 丰富 交流 机会 帮 拓展 人脉 圈   2 、 独立 运营 社群 机会 ， 大展身手 实现 想法 3 、 超高 含金量 项目 经验 实习 证明 4 、 校招 面试 通关 秘籍 职业规划 辅导   5 、 舒客 校招 一手 资讯 ， 表现 优秀 还 可能 直通 面试 pass 卡       6 、 精美 舒客 新品 礼包,本科,12,2024-08-28,舒客电商,武汉省武昌区武汉大学,互联网|游戏|软件,101~300人,2024,武汉
<远程办公>看美剧学英语团队招小红书主页...,22,3个月,： 1   负责 小红书 账号 评论 回复 ， 私信 回复 ， 粉丝 群 管理 ： 1   年龄 不 限 ， 学历 不 限 ， 经验 不限 2   至少 实习 3 个 月 ， 最好 超过 6 个 月 【 价值观 】 1   不 时时 在线 ， 24h 内 回复 消息 即可 2   不 布置 临时 任务 ， 当 周 之内 完毕 任务 即可 3   身体 第一 ， 全职 学业 第二 ， 兼职 第三 【 公司 介绍 】 全网 唯一 一支 10 年 专注 看美剧学 英语 团队 全网 统一 ID ： 大风 哥美剧 英语 ： 【 团队 福利 】 1   免费 学习 团队 英语课程 ， 创始人 手把手 指导 提升 英语听力 口语 2   外教 7 * 24 答疑 ， 帮助 解决 任何 英语 问题 3   小 团队 ， 人际关系 简单 ， 会议 少 ， 沟通 效率高 ， 心情愉快 4   远程 协作 ， 弹性 工作制 ， 时间 地点 灵活 5   优秀 人 一起 ， 成长 快 ， 一起 变 优秀 ， 一起 赚钱,不限,10,2024-09-20,大风哥看美剧学英语团队,上海省崇明县泰和经济发展区,教育培训,11~50人,2024,上海
<远程办公>看美剧学英语团队招班班,22,3个月,： 1   负责 免费 、 付费 用户 运营 2   远程 协作 ， 不 限 城市 3   线上 ， 可以 灵活 安排 时间 ： 1   年龄 不 限 ， 学历 不 限 ， 经验 不限 2   远程 协作 ， 不 限 城市 3   线上 ， 可以 灵活 安排 时间 4   至少 实习 3 个 月 ， 最好 6 个 月 以上 【 公司 介绍 】 全网 唯一 一支 10 年 专注 看美剧学 英语 团队 全网 统一 ID ： 大风 哥美剧 英语 【 价值观 】 1   不 时时 在线 ， 24h 内 回复 消息 即可 2   不 布置 临时 任务 ， 当 周 之内 完毕 任务 即可 3   身体 第一 ， 全职 第二 ， 学业 第二 ， 兼职 第三 ： 【 团队 福利 】 1   免费 学习 团队 英语课程 ， 创始人 手把手 指导 提升 英语听力 口语 2   外教 7 * 24 答疑 ， 帮助 解决 任何 英语 问题 3   小 团队 ， 人际关系 简单 ， 会议 少 ， 沟通 效率高 ， 心情愉快 4   远程 协作 ， 弹性 工作制 ， 时间 地点 灵活 5   优秀 人 一起 ， 成长 快 ， 一起 变 优秀 ， 一起 赚钱,不限,10,2024-09-20,大风哥看美剧学英语团队,上海省崇明县泰和经济发展区,教育培训,11~50人,2024,上海
